name,smiles
120150.0,COCC1C2CC(C)N12
24486.0,C1=Cc2ccncc2C1
17984.0,C#CC1OC2COC12
11488.0,C#CC(=O)CN1CC1
113221.0,CCC1NC1(C)C1CO1
79202.0,CN1C2C3CC(C3)C21C
99247.0,NC(=O)CCC(=O)CO
103546.0,COC1(C)C=CCC1C
21269.0,COc1conc1N
8426.0,CC1(C)CC2CN2C1
85437.0,CC1CC(=O)CC12CO2
47460.0,C#CCC1CCCC1=O
118126.0,CCOC(C)C1CC1O
121120.0,COCC1CC(C)CO1
38842.0,C1CC2CC1OC1CC21
71329.0,CC12CC3C1C(C=O)C32
4423.0,[NH]C1=CCN=C(O)O1
75792.0,CN1C(=O)CC1(C)C=O
37858.0,C1C2C3CC4C1C4CC23
59739.0,CC(C)C1OCO[C]1[NH]
121429.0,CCCN=C(C)NC=O
45875.0,N#CC1CN=CNC1=O
35349.0,N#CC1NC23CN(C2)C13
72256.0,OC12CC3CCC1C32O
14840.0,CCC1COC1C#N
98163.0,CNC(=O)C(C)(C)C#N
53066.0,CC#CC1=CC2OC2C1
114322.0,CN1C2CC(CO)C21C
66453.0,CC12C3C4OC1C4(O)C32
95213.0,CC1OCC2CC2C1C
13225.0,N#CC#CC1CCC1
41409.0,C1CC2OCC23COC13
87136.0,CC1CC1(C)C1(C)CO1
111389.0,CCC1C(C=O)C2CN12
9804.0,CC1(C(O)C=O)CC1
57030.0,N#CC(N)C1CO[C]1[NH]
102477.0,CCN(CC)C(=O)CO
58194.0,CC(C)C(C)C(C)C#N
80044.0,CC1C2C=CC3(CO3)C12
94193.0,CC1CCC1(C)C1CC1
81865.0,CC1[C]([NH])OC2(C)CC12
43776.0,O=C1OC2(C3CN3)CC12
112382.0,COC1CC(=O)CC1=O
117551.0,C#CC(COC)C(C)O
100557.0,CCN(C)C(=O)C1CO1
106879.0,COC12CNC1(C=O)C2
112476.0,O=C1CC=CC(CO)O1
80037.0,CC1C2C=CC1C2C=O
102862.0,CCC(CC=O)OC=O
85972.0,CC1(N2CC2)CC(O)C1
45039.0,O=C1CN2CC2C(=O)N1
59754.0,CN(C)C1COCC1=O
96180.0,CC1COCC2OCC12
31857.0,COc1cnc(C)cn1
79994.0,CC1C2C=CC1(O)C=C2
88218.0,CC(=O)C#CC1NC1C
86913.0,OC1CC(CN2CC2)C1
37474.0,C1CC2C(CO1)N1CC21
75986.0,C#CC1C(C)C(=O)C1C
99653.0,C#CC(OC)C1NC1C
13855.0,CC(=O)C1COCO1
54095.0,CC(=O)C1(O)C2CC1C2
109911.0,O=C1C=CC(O)C1CO
109279.0,CCC1=CCNC(=O)C1
59977.0,C[NH+](C)CC(O)[C+]([O-])[O-]
56411.0,N#CC(O)C#CC1CO1
89590.0,OC1CC2(COCO2)C1
125196.0,Cc1onc2c1NCC2
6979.0,CC1(C)CCCC1O
128855.0,COCCn1cnnn1
37227.0,C1CC2(C1)C1C3CC3C12
15444.0,OCCC1OC1CO
20141.0,C1OC1C1CC2NC21
133442.0,[NH]C1=N[C](F)C(F)=NO1
67006.0,[NH][C]1OC2CC3C2C13O
107965.0,CCC12CC3C1CC32C
117738.0,C#CC(C)(C=O)COC
99504.0,COC(=O)C(C#N)CN
57093.0,C#CC(C)C1CCCO1
90055.0,CN1CC23CC(C2=O)C13
55861.0,CC1(C)CN1CC(N)=O
23839.0,[NH]C1=CCC(F)=NN1
96671.0,CN=C(C)OC1CCC1
277.0,COCC(C)C
36447.0,C#CCC1OCC12CC2
16612.0,CC1=C(C)C2OC2C1
57681.0,C#CCCC(C)(C)C#C
23761.0,Oc1nccnc1F
22914.0,ON=C1CCC(O)C1O
127499.0,Cn1nc(C#N)nc1O
44058.0,O=C1OC23CCC12CC3
123264.0,COCCCOCCO
108217.0,CC12CCC1(CO)C2O
68271.0,C#CC1(C)N2CC1(C)C2
10891.0,CC12NC1C(=O)C2O
114922.0,COC1CC=C(C)C1O
14173.0,CC1(C)C2CCCC21
40488.0,C1OC1C12OC3C1CC32
75319.0,CC1=CCC2CC12C=O
10726.0,CC(O)C1(CO)CO1
32945.0,CNCc1ncc(N)o1
112586.0,C#CC1(O)CC(CC)C1
54898.0,CC(=O)c1ccc(N)o1
68448.0,CC12CC=CCC(C1)O2
113074.0,CCC1CC(CO)C1O
56279.0,O=C(O)CNCC1CC1
9944.0,C#CC1(O)C(O)C1O
44218.0,O=C1OC2C(=O)C=CC12
84397.0,CC1C=CC(C)C2CC12
40792.0,C1OC(C2CO2)C2CC12
116040.0,COC1COC=NC1C
33384.0,N#CC#CCCN1CC1
114722.0,COC1CN2CC2C1=O
106977.0,CCC12CC=C(C)C1O2
26663.0,Cc1oc(N)c(O)c1C
39039.0,C1=CC2CC3(C2)OC3C1
83500.0,O=C1OC2CNC1C2O
111453.0,CC1=CC2CN2C1CO
99747.0,CCC(C(N)=O)C(C)O
116068.0,CCC1CCCC(=O)O1
12006.0,CC1(C)COC2CC21
50291.0,O=CC1NC2CC1C2=O
8176.0,CC12CC(CC1O)C2
117084.0,CCOC(=O)C(C)(C)C
77942.0,CC1C2C(O)C1C21CC1
49447.0,O=CC1C2C3COC2C13
9793.0,C#CC(O)C1(C)CO1
121312.0,CCCC1OCO[C]1[NH]
17847.0,C1CC2(O1)C1CC2O1
115.0,C#CC#CC
1472.0,C#CCC(O)CC
37411.0,C1C2OC3C1C2N1CC31
18702.0,CC1C=CCC2OC12
64698.0,C#CCC1(C)NC1C=O
40699.0,C1OC1C1CN1C1CC1
51251.0,O=CNC1=CC(=O)NC1
6522.0,CC1(C)CC1(O)C=O
97830.0,CCC#CC1COC1=O
25418.0,O=Cc1ccc(=O)oc1
101695.0,CCC(C)CC1(O)CC1
92502.0,CC1CC2OCC2(C)O1
120647.0,COCC1CC1(O)CO
46834.0,C#CC12OC1COC2=O
24847.0,[NH][C]1C=NC=N[C]([NH])N1
15445.0,OCCN1CC1CO
37726.0,C1OC2C3C4CN(C14)C23
100999.0,CCC(C)C1(O)COC1
47247.0,[NH][C]1NC=CCNC1=O
82721.0,CC1C(=O)C2C3CC1N32
120241.0,CCOC1C(=O)C2OC12
32623.0,CCn1ccc(C)c1O
18901.0,CC12C3CC1N1C3C12
92988.0,CC1OC=NC1CC#N
14716.0,CCOCC#CC#N
73407.0,OC12COC3C1CCC32
16868.0,O=C1CCC2CC2N1
35254.0,N#CC1CC1C1CCC1
84661.0,OC1C=CC2NC2C1O
108278.0,CCC12CCC1C(=O)O2
97371.0,CN=COC(C)C1CC1
66223.0,CC1(CNCC#N)CO1
17399.0,CC1CC12CC1NC12
20960.0,CCOc1nn[nH]n1
5019.0,Cc1c[nH]ccc1=O
44574.0,O=C1CC2C3OC3CN12
124589.0,CC(C)n1cc(O)nn1
39280.0,C1CC2OC23COC1C3
109669.0,CCC1(C)C(O)C1CO
47231.0,O=C1NCC=CC2CC12
125136.0,Cc1cnoc1OC=O
52417.0,O=CCOCCN1CC1
120918.0,COCC1CC2C(O)C12
5934.0,CC#CC(C)(O)CO
117303.0,CCO[C]([NH])CC(N)=O
117119.0,C#CC(C)C(=O)COC
12873.0,CC1C2CC=CC12C
119173.0,COCC1(C2CN2)CO1
77790.0,N#CC12OC(=O)C1C2N
29160.0,[NH]C1=C(O)[N]C(N)=CO1
117271.0,O=C(CCO)N1CCC1
44114.0,O=C1O[C]2[N]CC3C2C13
562.0,CN=C1CCO1
50831.0,[NH][CH]OC(=O)N1CCC1
93062.0,OC1C=CC=CC=CC1
82309.0,CC1N2CC2CC1(C)O
129762.0,Nc1nnn2c1C1CC12
114166.0,C#CC12CC1C(CO)O2
8650.0,C#CC(O)(C#C)CO
97159.0,CN=C1CCC2CC2O1
87881.0,OC1CC12CC1CCC12
97386.0,CN=COC1(C#N)CC1
85507.0,CC1O[C]([NH])OC1C=O
88573.0,CC1NC1C1=CCOC1
22116.0,C[NH+](C)CC(CO)=N[O-]
80458.0,CC1C2CN(C)C(=O)N12
3134.0,OCC12CCC1C2
115601.0,CCC1OCC1(O)CO
79841.0,CN1C2COC3C1C32C
42870.0,O=C1CC2NC(C1)C2=O
54937.0,NC(=O)C1CC(C=O)C1
31596.0,Nc1cc(CO)[nH]c1O
46723.0,O=C1NCC2C3CC2C13
115874.0,CCC1CCC2OC12C
60342.0,CC(O)CCC(C)(C)C
26865.0,Cc1ncc(=O)[nH]c1N
60789.0,CC(C=O)C(C)(C)C#N
30321.0,CN1CCc2cc[nH]c21
14672.0,CCC#CCNC=O
1655.0,NC(=O)C(=O)CO
53006.0,CC#CC12C=CCC1N2
60786.0,C#CC(C)(C)C(O)C=O
27829.0,CC1=NC(O)N=C([NH])O1
89031.0,CC1OC1CCC(N)=O
47468.0,C#CCC1COCC1=O
35202.0,N#CC1NC12CC1NC12
54061.0,N#CCN(C=N)C(N)=O
121565.0,CCCCC#CCOC
47644.0,[NH][C]1CCC=CCCO1
97974.0,CCC#CCCN1CC1
53467.0,CC#CCC(=O)C(N)=O
17097.0,O=CC1=CC2CC1O2
78280.0,CN1C2C3C(O)C3(O)C21
35184.0,C#CC1CC12CC1OC12
31846.0,COc1ccc(C)nc1
59652.0,CC1OCC(C(C)O)O1
22980.0,[O-]N=C(CO)C1C[NH2+]C1
18436.0,C#CC1C2C(C)CN12
129039.0,[NH][C]1C=CN=NOC1=O
97737.0,CCC#CC1C(C)C1C
107689.0,OCC12COCCC1N2
95089.0,CC1CCC2CC12C#N
114503.0,COC1CN2CC(=O)C12
88017.0,OC1CC12CCC21CN1
128660.0,COc1nn(C)nc1C
133343.0,Nc1cc(=O)c(F)no1
21178.0,CNc1cnn(C)c1
119670.0,OCCC12CC3C1CC32
28658.0,C#Cc1cnc(N)cn1
58463.0,CC(O)C1(C)CC(O)C1
132175.0,[NH]C1=CC(F)OC=C1F
30590.0,CCC(=O)c1ccc[nH]1
2461.0,CC1=CC2OC2C1
116765.0,C#CC(O)CN=COC
62975.0,CC1(C)C(C#N)C2NC21
6938.0,COCC1CC1(C)C
63179.0,CC1(C)C2CCCCC21
46578.0,[NH][C]1OCC23CCC12C3
86583.0,CC1OC(C(=O)O)C1N
51150.0,O=CCC12CC1OC2=O
96958.0,CN=C1OC2CC(C)C12
21054.0,Cn1nc(O)nc1N
111544.0,CCC1C2CC3C2C13O
28395.0,Nc1cnc(O)c(=O)o1
20985.0,CN1C(N)=NOC1[NH]
44245.0,[NH][C]1OC2[C]([NH])OCC12
108971.0,OC[C]1[N]C2C3CN1C32
83219.0,C#CC1OCC2C(O)C12
119161.0,CCCC1(C2CN2)CO1
67945.0,CC12CC(=O)C1NC=N2
125064.0,Cc1onnc1C1CC1
111132.0,OCC1C2OC1C1CC12
132683.0,Oc1ncc(F)cc1F
128228.0,CNc1cnnoc1=O
50026.0,O=CC1OC12CCC2=O
105894.0,CC1C2C3OC2C13CO
33047.0,CCOc1c[nH]c(=O)[nH]1
84369.0,CC1C=CC(C)(O)C1C
49763.0,O=CN1C=NC2CCC21
115344.0,CCC1OCC(O)C1C
52742.0,CC#CC(C=O)C1CO1
31719.0,CCc1nc(OC)c[nH]1
77456.0,CC1C2(C)OC(=O)C12O
33138.0,COCc1c[nH]cc1C
70313.0,CC12CC3CN3CC1N2
131602.0,O=C(CO)n1ncnn1
77246.0,CC1(O)C(O)C1OC=O
111365.0,C#CC1C(CC)C2OC12
105518.0,CCC1(C(C)O)CCO1
68044.0,CC12CC(C)(O1)C21CC1
85426.0,CC1O[C]([NH])CC1(C)C
30128.0,CC1CC1c1ccoc1
20467.0,c1nn[nH]c1C1CO1
109326.0,N#CC1NCC=C1CO
17069.0,OCC1C2OC1C2O
101171.0,COC(C)C1C(C)C1C
25140.0,C#Cc1cc[nH]c(=O)c1
64001.0,CC1(C)CN=C(C=O)O1
124712.0,C[C](N)Nc1cnn[nH]1
20619.0,Cc1c(N)n[nH]c1O
89085.0,CC1NC1CNCC#N
116344.0,OCC1COCC2NC12
12784.0,COC1CC2CC21C
33757.0,N#CC12CC(C1)C21CO1
79803.0,OC1[C]2[CH]CC3C1C23O
21487.0,N=C(N)c1cn[nH]n1
110795.0,[NH][C]1OC2C(CO)C2O1
32422.0,CCc1c[nH]c(O)c1O
39846.0,C1NC12C1OC1C1OC12
88136.0,CN1CC12CCCC2=O
49765.0,O=CN1C=CC=CC=C1
69803.0,O=C1C2OC2C2CC12O
25578.0,O=CCOc1ncc[nH]1
80146.0,CC1C2C=CCCC12C
28651.0,N#Cc1cnc(N)cn1
106998.0,O=C1C(O)C2NC12CO
96303.0,O=C1CCCCC(O)C1
74047.0,CC1=CC(=O)[C]([NH])NC1
76027.0,C#CC1(N)C(N)C1C#N
42726.0,O=C1C2C=CC3OC2C13
126224.0,CCc1[nH]nc(O)c1N
127340.0,C#CCc1ncn(C)n1
74165.0,C#CC1NC(=O)C=C1C
121082.0,O=C1NC(CCO)CO1
125216.0,CC1=NNC([NH])=CC1C
93456.0,CC1OC[C]([NH])OC1=O
101892.0,CCC(C)CCCC=O
59942.0,C#CC(C)(C)OC(C)C
82272.0,CC1C(C=O)=CN2CC12
110159.0,CNC1C(=O)CC1C#N
38085.0,O=C1C2C=CC=CC1O2
13695.0,CN=COC1CC1C
85712.0,C#CC1OC(C)C1C#C
124486.0,Cc1[nH]nnc1C(C)C
55739.0,CC(=O)CC12CC(C1)C2
114526.0,COC1CN2CC(O)C12
97455.0,CN[C]NCCC(=O)O
131932.0,Nc1cc([N+](=O)[O-])c[nH]1
18339.0,O=C1OCC2CNC12
96893.0,CN=C1OC2(C)C(O)C12
132313.0,Nc1nc(F)cc(=O)o1
84778.0,N#CC1(O)CC=CC1O
57275.0,CC(C)(C#N)C1CCO1
107286.0,CCC12OC1C1OCC12
87885.0,OC1CC12OC1CCC12
130918.0,O=Cc1noncc1=O
44261.0,O=C1CN2C(=O)OCC12
73668.0,CC12C=CCC1OCC2
91502.0,OC1CC2NC13COC23
115943.0,OCC1COC2CC2O1
36255.0,C#CCN1C2C3NC2C31
45385.0,N#CC12NCC1O[C]2[NH]
104516.0,C#CCC1(OC)CC1C
79352.0,CC1C2OCC3C(O2)C13
33514.0,N#CC1(CN2CC2)CC1
39346.0,C1CC2CCC3OC23C1
58716.0,CC(C)C1(C=O)CCO1
6914.0,CC1(C)OC1CC#N
42565.0,O=C1C2C3C2C2(CC2)N13
26175.0,Cc1c[nH]c(C(C)C)c1
50581.0,O=CC1CN2CC2CN1
20219.0,C1CN2C3C4C1C4C32
104829.0,CCC1(OC)COC1=O
78283.0,CC12CC1(C)C1C(O)C12
69241.0,CC12CC1C(=O)NC=N2
50081.0,O=CC1OC1C1CCC1
127527.0,Cn1nc(O)ncc1=O
72350.0,CC12OC=NC1C2C#N
65602.0,CC1(C=O)OC2CC2O1
93960.0,CC1OCC(C2CO2)O1
1370.0,C#CC(=N)NC=O
54917.0,C#CC1CC(C(C)=O)C1
1929.0,CC12CCC1(C)C2
74914.0,CC1=CC2CC3C(C1)C23
63900.0,CC1(O)CC2CC2C1=O
69017.0,C#CC12CC(=O)C1(C)N2
25644.0,CC#Cc1nc(C)c[nH]1
41949.0,C1CC2CCOC(C1)O2
83081.0,CC1C2[N][CH]OC1C2=O
93141.0,OC1CC=CCC2OC12
130762.0,O=c1onc(C2CC2)o1
82991.0,CN1C2CC3COC2C31
118793.0,C#CC1CC1(C)CCC
117900.0,C#CC(=O)C(O)CCC
101743.0,CCC(O)CC1CCC1
4086.0,O=C1CC=CC1=NO
2413.0,CN1C2CC1C2O
8832.0,COC(=O)C(O)C#N
110558.0,CCC1C2C3CC2(C)C13
22850.0,ON=C1CCOCOC1
102997.0,CCC1(C#N)C(O)C1O
102622.0,CCC(CO)O[C](C)[NH]
17657.0,CC1(C2CO2)CCO1
87382.0,CC1NC(=O)C12OC2C
95010.0,OC1CCC2C3OC2C13
116412.0,COC1COCO[C]1[NH]
15856.0,CC1C[C]([NH])N1C=O
97020.0,CN=C1CC=CC(C)O1
123898.0,c1nnn2c1COCC2
43394.0,O=C1C=CCCC12CN2
21153.0,CNc1onnc1C
104946.0,C#CC#CC1(CO)CO1
102092.0,COC(C=O)C1(C)CC1
122525.0,CCCOC1CC1CO
76615.0,CC1C(C)C1C(C)(C)O
64554.0,CC1(C=O)C2OC1C2=O
446.0,[NH][C]1COCO1
105067.0,CC1CC1C1(CO)CN1
100044.0,CN1CC1C(C)(C)CO
34434.0,N#CC12CCC3C1CC32
112634.0,CCC1CC(N)=CC1=O
50772.0,C#CC#CC#CCC=O
133648.0,CC(C)C#CC(F)(F)F
85847.0,CC1=CC(C)CC1(C)O
93211.0,CC1=CC(C)CNC1=O
33245.0,COCCc1c[nH]cn1
44329.0,O=C1CC2C3C=CC1N32
133598.0,O=C1NCC1C(F)(F)F
87478.0,O=C1C2CC1C21CC1O
95512.0,CC1COC=NC1(C)C
49498.0,O=CC1C2CC1(C=O)C2
106347.0,COC12CC(C=O)(C1)C2
132925.0,Nc1nc(=O)occ1F
48254.0,N#CCC(C=O)C1CO1
10668.0,N#CC1(C(=N)N)CO1
108621.0,CCC1=C(C)C2CC1O2
113409.0,OCC1NC12C1CC2C1
27295.0,Cc1cc(=O)c(C)c[nH]1
98138.0,N=CNC(=N)C(=O)CO
21507.0,NC(=O)n1cccn1
82894.0,CN1C2CC3OC2C31C
23527.0,CC1C2CCC1C2=NO
128946.0,N#CCOc1ccn[nH]1
40720.0,C1CC1C1CC2CC1O2
42016.0,C1=C2COCCC2OC1
14579.0,N#CCCCCC#N
25397.0,O=Cc1nccc(=O)o1
113821.0,CCC1NC1C1NC1C
41300.0,C1OC23CC4OC2C4C13
131999.0,Nc1nc([N+](=O)[O-])n[nH]1
90393.0,CC1OC2C(C#N)C12N
23324.0,ON=C1CC2CCC1C2
35458.0,N#CC1NC2CC12C#N
62825.0,CC1(O)C2CC1(C=O)C2
110551.0,OCC1C2CC3C1N3C2
111656.0,CCC1C2OCC(=O)C12
41311.0,C1C2CC34OCC23CC14
128537.0,COc1c(O)cnn1C
36987.0,C1CC(OCC2CC2)C1
84400.0,CC1C=CC(O)C2CN12
27672.0,C#Cc1[nH]c(N)cc1C
74839.0,CC1=CC2OC2C(=O)N1
97609.0,CCC#CC(C)CC=O
87148.0,CC1OC1(C)C1(O)CC1
70739.0,CC12CC1COCCO2
121396.0,CCCC1COCCO1
92245.0,CC1CN2CC3OCC132
15659.0,OCC1C=CCC1O
19347.0,O=CC12NC1C1CC12
62962.0,CC1(O)C2CN2C12CC2
83493.0,CN1C2CCC1C(=O)C2
52962.0,CC#CC12CC(O)C1N2
59209.0,CC(O)C1C2C=CC1C2
15882.0,CC1NC(=O)C1CO
124885.0,CC1(c2cn[nH]n2)CN1
56137.0,C[C]([NH])OCC(C)(C)O
102396.0,C#CC(CO)(CO)CO
52642.0,CC#CC(O)C#CC=O
9380.0,C#CC(O)CCCC
108421.0,CCC12CC=CC1OC2
72457.0,CC12CC=CC(CO1)C2
101325.0,CCC(C)C1OC1CC
2843.0,C#CC1OC1CO
88431.0,CC1CC1C1(C)OC1C
5254.0,CCNc1c[nH]cn1
126781.0,CCn1nc(O)nc1N
5661.0,c1cc2occc2o1
70523.0,CC12CCN=COC1C2
28311.0,Cc1c(N)cn2c1CC2
20928.0,CCN=c1[nH]nn[nH]1
79599.0,O=CC12CC1C1C(O)C12
40212.0,C1=CCOC2(CC1)CC2
24962.0,O=c1[nH]c2ocnc2o1
74195.0,CC1=CC(=O)OC=NC1
36334.0,N#CCC1CC(C#N)C1
109532.0,N#CC1C(C#N)C1CO
54639.0,NC(=O)C1=CC2OC2C1
133007.0,C[N]C1CNCC(F)N1
17863.0,CN1CC12C1CC2O1
12808.0,CC12C=CCCC1O2
58837.0,CC(C)C12CC=CC1C2
46096.0,C#CCC1=CC(=O)CC1
53933.0,C#CC(O)(C#C)C(N)=O
64312.0,CC1(O)CNC=CC1=O
36293.0,N#CCN1C2CCC1C2
54367.0,NC(=O)C12C3C4C(C31)N42
94516.0,CC1COC1C(=O)C#N
28164.0,Cc1cc2ncoc2o1
61978.0,C#CC(O)COC(C)=O
71313.0,CC12CN3C1C(C#N)C32
39834.0,C1C2C3OC3C3(CO3)C12
92771.0,OC1CC=C(C2CC2)C1
118974.0,COCC1(O)CCC1O
66290.0,CC1(C=O)CCCC1=O
110124.0,COC1C(C#N)C1OC
84791.0,OC1C=CCC12COC2
64808.0,CC1(C2CN2)C[C]([NH])O1
96098.0,CC1COCC2(CN2)C1
108530.0,CCC12COC3C1CC32
120268.0,CCOC1C(O)C2NC21
119705.0,CCCC12CCC1C2O
125821.0,Cc1nocc1NC=O
25839.0,CC(=O)c1ccncn1
116833.0,CCCC#CC#CCO
98502.0,COC(=O)C1(C#N)CN1
11116.0,C#CC1CC(OC)C1
124469.0,CC(C)(O)c1cnno1
2056.0,O=C1CCN=CO1
65336.0,C#CC1CC1(O)C1CC1
12098.0,CN1CC1C1(C)CN1
98883.0,O=C(CO)N1C=NCC1
126592.0,CCCCc1ccon1
129166.0,[NH]C1NC(NC=O)=NO1
55577.0,CC(=N)NC(=O)CC=O
101885.0,C#CCOCC(O)CO
20050.0,C1=CCC(C2CC2)C1
69892.0,CC12CC1C1NC12C=O
2806.0,OCC1CCC1O
54811.0,NC1=CC2CN12.O=C=O
5903.0,C#CCC(C)(C)C#C
69153.0,O=C1C2CC2C2(O)CC12
81850.0,CC1=CC2(C)OC2C1O
19910.0,CCN1C2C3NC3C21
32398.0,C#Cc1nc(CO)c[nH]1
121727.0,CCCC(=O)CCCO
7104.0,N#CCC(=O)CCO
69519.0,CC12CN1C1(C)CC21C
125126.0,Cc1[nH]ncc1O[CH][NH]
84360.0,CN1C=CC(C)(O)C1=O
130635.0,[N][N][C]1C(=O)CCC1=O
70689.0,CC12CC1OCCC2=O
104106.0,CC1(CO)CO[C]([NH])O1
90732.0,CC1=CCC2C(C)OC12
