numAtoms,name,smiles
11.0,132418.0,O=Cc1ncnc(F)n1
10.0,27034.0,N#Cc1oc(=O)oc1O
11.0,133460.0,FC(F)(F)c1cnco1
10.0,23733.0,O=c1cnc(F)co1
11.0,130559.0,C#CC(=O)n1ncnn1
10.0,21747.0,c1nc2cnoc2o1
10.0,21872.0,[NH]C1=NC(O)=N[N]O1
11.0,23903.0,OCC#CC(F)(F)F
10.0,21786.0,O=Cc1ncnnn1
9.0,23857.0,O=c1cnonc1F
9.0,23827.0,O=c1cnoc(F)n1
10.0,48191.0,N#CC(C#N)(C#N)C=O
10.0,516.0,O=CC#CCO
10.0,21393.0,c1n[nH]c2nnnn12
10.0,21848.0,O=COc1cnon1
11.0,132177.0,O=c1cc(F)occ1F
10.0,129146.0,N#CC(=O)[N][C][NH].N#N
11.0,21392.0,c1nc2[nH]ncn2n1
11.0,130578.0,N#CC(=O)n1cnnc1
10.0,238.0,N#CCC(N)=O
9.0,2610.0,N#CC#CCC#N
11.0,2820.0,N#CC1NC1C=O
8.0,3899.0,N#N.O=C=NC=O
10.0,132142.0,O=c1cnc(F)c(F)o1
11.0,23842.0,O=c1ccc(F)n[nH]1
10.0,131994.0,O=[N+]([O-])c1cnnnn1
11.0,129317.0,
11.0,132259.0,N#Cc1cncc(F)n1
10.0,3812.0,COc1nnon1
11.0,130787.0,O=c1cncnoc1=O
10.0,337.0,C#CC(O)C=O
10.0,133445.0,[NH][C]1ON=C(F)C(=O)O1
11.0,130495.0,c1ncc2nonc2n1
10.0,3774.0,Cn1nnoc1=O
11.0,130823.0,O=CC(=O)c1conn1
11.0,5649.0,c1nc2cocc2o1
10.0,132224.0,O=c1cc(F)oc(F)n1
10.0,4427.0,
11.0,21093.0,Cn1nnc(C#N)n1
9.0,8722.0,N#CC(=O)C(=O)C=O
11.0,42170.0,C#CC(C#N)C(=O)C#N
10.0,3944.0,Oc1n[nH]nc1O
9.0,4218.0,Fc1cncnn1
11.0,130861.0,N#N.[O][C][CH]C(=O)C=O
11.0,132723.0,N#Cc1cnc(F)nc1
11.0,50794.0,N#CC#CC(=O)O[CH][NH]
11.0,23962.0,N#Cc1nc[nH]c1C#N
11.0,5446.0,N#Cc1ncoc1N
10.0,3835.0,[NH][C]1C=NON=C1
11.0,1378.0,N=C(C=O)NC=O
11.0,21882.0,O=Cn1cnc(O)n1
8.0,3898.0,O=c1cnonn1
11.0,4293.0,[NH]C1N=COC(O)=N1
11.0,129511.0,NC(=O)n1nnoc1=O
11.0,129017.0,c1nc2nn[nH]nc-2n1
10.0,1013.0,N#Cc1cnc[nH]1
9.0,751.0,Cn1nnnn1
11.0,985.0,Oc1nc[nH]c1O
10.0,3845.0,
11.0,24745.0,N#CC(=O)c1cnco1
11.0,128860.0,N#CC#Cc1ccno1
10.0,80.0,NCC(=O)O
7.0,172.0,c1ncon1
9.0,19.0,CC(N)=O
11.0,21680.0,Nc1cnc(=O)on1
11.0,133338.0,N#N.N[C]([C][O])C(=O)F
11.0,3026.0,C#CC#CC1CO1
10.0,14582.0,C#CC#CC#CC=O
9.0,23822.0,N#N.[NH][C][N]C(=O)F
10.0,21985.0,O=[N+]([O-])c1ccon1
11.0,53784.0,N#CC(=O)C(=O)C(N)=O
11.0,1007.0,C#Cc1cnc[nH]1
11.0,21334.0,N#CCc1conn1
11.0,1587.0,CC(=O)C(=O)C=O
9.0,23630.0,O=c1ncoc(F)n1
9.0,4219.0,Fc1cnncn1
9.0,3814.0,N#Cc1ccno1
10.0,3887.0,Nc1noc(=O)[nH]1
11.0,133332.0,N[C]1C(=O)O[N]N=C1F
10.0,908.0,[NH]C1N=COC=N1
11.0,131977.0,Nc1nnoc1[N+](=O)[O-]
11.0,132136.0,O=C=NC=C(F)C(=O)O
10.0,21735.0,c1nc2nocc2o1
10.0,3642.0,C#Cc1nc[nH]n1
11.0,130750.0,O=C1OCc2nnoc21
9.0,21766.0,c1nnc2onnn12
10.0,132343.0,
11.0,21369.0,c1nc2[nH]nnc2[nH]1
11.0,923.0,O=c1ccnc[nH]1
8.0,492.0,O=CC#CC=O
11.0,131992.0,O=[N+]([O-])c1cncnn1
11.0,132131.0,O=c1ccc(F)c(F)o1
8.0,3946.0,O=c1onc(O)o1
11.0,23792.0,
10.0,21874.0,O=c1cnoc(O)n1
11.0,23800.0,O=c1cc(F)cn[nH]1
10.0,21733.0,c1nc2conc2o1
10.0,128873.0,N#CC#Cc1cnon1
10.0,3916.0,O=Cc1cnoc1
11.0,3968.0,ON=c1cnonc1
10.0,21422.0,[NH][C]1NN=NC(=O)O1
10.0,123289.0,C#CC#Cc1nnon1
10.0,2607.0,C#CC#CCC#N
11.0,130792.0,O=c1ccc(=O)onn1
10.0,133452.0,[NH][C]1OC(=O)ON=C1F
10.0,1382.0,[NH][CH]OC(=O)C=O
10.0,130566.0,N#CC(=O)c1conn1
9.0,128877.0,N#Cc1nnoc1C#N
9.0,23875.0,C#CC(=O)C(F)(F)F
9.0,743.0,Cc1nnon1
11.0,133411.0,[NH]C1=C[C](F)C(F)=NO1
10.0,2739.0,N#CC1OCC1=O
11.0,24844.0,O=c1ncocnc1=O
11.0,133472.0,FC(F)(F)c1cnoc1
9.0,23683.0,Fc1ncnc(F)n1
11.0,25056.0,N#Cc1cnc(=O)oc1
9.0,60.0,CC(=O)C=O
10.0,332.0,C#CC(O)C#C
11.0,4954.0,[NH][C]1OC=COC1=O
9.0,8960.0,C#CC(=O)C#CC#N
9.0,500.0,N#CCOC=O
11.0,21549.0,Nc1nnoc1C=O
11.0,683.0,O=C1CC2NC12
11.0,21899.0,C#Cc1n[nH]nc1O
11.0,23636.0,O=c1cc(F)cco1
10.0,764.0,Nc1ncn[nH]1
11.0,133508.0,N#CCC#CC(F)(F)F
11.0,27871.0,
11.0,21401.0,C#CC1=NOC([NH])N1
11.0,1829.0,[NH][C]1COC(=O)N1
10.0,21788.0,O=Cc1noc(=O)[nH]1
11.0,206.0,Nc1c[nH]cn1
11.0,129319.0,[NH]C1=NC(C=O)=N[N]O1
9.0,56.0,C#CC(C)=O
10.0,23848.0,[NH]C1=N[CH]C(F)=NO1
11.0,130759.0,N#CCc1noc(=O)o1
11.0,132323.0,O=c1cc(F)cc(F)o1
11.0,23820.0,
11.0,130583.0,C#CC(=O)[CH][C][O].N#N
7.0,777.0,O=c1[nH]nno1
10.0,130620.0,N#N.O=C1C=NOC1=O
10.0,283.0,NC(=O)C(N)=O
11.0,129542.0,NC(=O)Oc1nnon1
11.0,1364.0,C#CCC(=O)C#C
10.0,130661.0,N#Cc1nocnc1=O
9.0,23813.0,O=c1onncc1F
11.0,23808.0,Oc1cnncc1F
11.0,123310.0,C#Cc1noc(C#C)n1
10.0,3915.0,O=Cc1c[nH]nn1
4.0,25.0,N#CC#N
10.0,132405.0,Fc1cc(F)nc(F)n1
11.0,130845.0,O=Cc1nnoc1C=O
11.0,130615.0,N#Cc1concc1=O
9.0,21767.0,c1nc2onnn2n1
10.0,128888.0,N#Cc1n[nH]nc1C#N
11.0,21846.0,O=COc1ccon1
11.0,23939.0,N#CC#Cc1ncco1
11.0,130530.0,[CH]1C=NC2=NO[N]N=C12
11.0,21339.0,N#CCc1ncon1
11.0,27048.0,O=Cc1oc(=O)oc1O
10.0,132822.0,Fc1ncnc(F)c1F
11.0,25375.0,N#Cc1cnc(C=O)o1
11.0,12172.0,N#CC1OC(=O)C1O
11.0,130871.0,O=Cc1cnnoc1=O
11.0,23791.0,[NH]C1=C[C](F)ON=C1
10.0,3937.0,Oc1n[nH]c(O)n1
10.0,130757.0,N#Cc1cnc(=O)on1
11.0,133583.0,N#CC1OC1C(F)(F)F
11.0,3704.0,CC1=NOC([NH])O1
11.0,23688.0,[NH]C1=NC=CC(F)O1
11.0,131250.0,N#Cc1ncc(O)nn1
11.0,130797.0,O=c1ccnnoc1=O
11.0,130588.0,[N][N][C]1C(=O)C=CC1=O
10.0,129158.0,[NH][C]1N=NON=NC1=O
11.0,21403.0,[NH][C]1NC(=O)C=NO1
10.0,23720.0,Fc1cnc(F)cn1
11.0,129137.0,N#N.[NH]C1=N[CH]OC1=O
11.0,130562.0,N#CC(=O)c1ccno1
11.0,2812.0,C#CC1OC1C#C
10.0,2120.0,[NH][C]1OCOC1=O
10.0,21751.0,c1nn2cnnc2o1
8.0,116.0,CC#CC#N
11.0,23676.0,Fc1cccc(F)n1
10.0,3903.0,O=c1cncn[nH]1
9.0,14563.0,C#CC#CC#CC#N
7.0,9.0,C#CC
11.0,4252.0,[NH]C1=N[CH]NC(=O)O1
10.0,132227.0,[NH]C1N=C(F)OC(F)=N1
11.0,131328.0,Oc1nn2nnnc2[nH]1
11.0,19340.0,N#CC12OC1C1OC12
11.0,131334.0,Oc1nnc2[nH]nnn12
10.0,1589.0,NC(=O)C(=O)C=O
10.0,128872.0,N#CC#Cc1ncon1
10.0,23802.0,O=c1cc(F)cno1
9.0,830.0,OCC(F)(F)F
10.0,23774.0,O=c1occnc1F
9.0,21907.0,N#Cc1nc(O)no1
11.0,887.0,Cc1coc(=O)o1
11.0,25183.0,N#Cc1cncoc1=O
11.0,130491.0,c1nc2nconc-2n1
11.0,132851.0,[NH][C]1OC(F)=COC1=O
9.0,133447.0,O=c1onc(F)oc1=O
11.0,21567.0,N#N.NC(=O)[CH][C][O]
9.0,23836.0,O=c1oncnc1F
11.0,3402.0,O=C1OC2C(O)C12
9.0,21777.0,O=c1ocnoc1=O
9.0,31.0,CCC#N
10.0,2495.0,C#CC(C#N)C=O
11.0,21563.0,N#Cc1cc(N)on1
11.0,133466.0,FC(F)(F)c1cocn1
10.0,130916.0,N#Cc1nonc1C=O
11.0,21713.0,NC=Nc1nnon1
11.0,21783.0,O=Cc1cnncn1
10.0,440.0,O=C1CN=CN1
11.0,131030.0,N#Cc1ncnn1C=O
10.0,4226.0,O=CCC(F)(F)F
11.0,9041.0,N#CC#CC(O)C=O
11.0,21504.0,NC(=O)c1ncon1
11.0,2500.0,N=CN(C=O)C=O
10.0,128883.0,N#Cc1conc1C#N
8.0,23876.0,N#CC(=O)C(F)(F)F
11.0,132181.0,[NH]C1=C(F)COC(F)=N1
11.0,192.0,Cc1cnco1
11.0,23881.0,O=C(CO)C(F)(F)F
11.0,346.0,CCC(=O)C#N
10.0,3920.0,O=Cc1cn[nH]n1
10.0,896.0,O=c1[nH]cc(O)o1
11.0,3286.0,O=C1OC2COC12
9.0,21441.0,[NH][C]1ON=NC(=O)O1
9.0,913.0,O=c1ncocn1
11.0,3870.0,Nc1conc1O
11.0,130876.0,N#Cc1nocc1C=O
9.0,23826.0,[NH]C1=NC(F)=N[N]O1
11.0,130882.0,O=Cc1nc(=O)cno1
11.0,130893.0,O=Cc1nnc(C=O)o1
10.0,123311.0,C#Cc1nc(C#N)no1
11.0,133390.0,Nc1noc(F)nc1=O
10.0,128861.0,N#CC#Cc1cnno1
11.0,21547.0,C#Cc1onnc1N
11.0,25058.0,N#Cc1coc(=O)cn1
11.0,3950.0,OCc1cnno1
11.0,49953.0,N#CC1(C#N)OC1C=O
11.0,3914.0,O=Cc1cn[nH]c1
10.0,5356.0,N#Cc1ncncn1
10.0,14584.0,O=CC#CC#CC=O
11.0,3777.0,CN=c1ocno1
9.0,23855.0,O=c1nconc1F
11.0,21476.0,[NH][CH]Oc1cnon1
11.0,4213.0,Fc1ccccn1
11.0,130824.0,O=CC(=O)c1ncno1
10.0,208.0,Nc1cocn1
11.0,23732.0,O=c1ccc(F)co1
8.0,21763.0,n1nc2onnc2o1
11.0,130576.0,N#CC(=O)n1ccnn1
7.0,11.0,CC=O
11.0,240.0,C[C]([NH])OC=O
10.0,23798.0,O=c1cnoc(F)c1
10.0,130563.0,N#CC(=O)c1cnno1
10.0,130817.0,O=CC#Cc1nnon1
11.0,133415.0,O=Cc1ncc(F)nn1
9.0,14.0,CCO
11.0,130829.0,O=CC(=O)c1cnon1
11.0,980.0,Nc1ocnc1O
11.0,21687.0,N#Cc1conc1N
11.0,20753.0,Cc1noc(C#N)n1
11.0,21865.0,[NH]C1=C(O)C=N[N]O1
10.0,23854.0,[NH]C1=N[CH]ON=C1F
11.0,21889.0,N#Cc1cc(O)n[nH]1
9.0,1014.0,N#Cc1cnco1
9.0,21734.0,c1onc2onnc12
11.0,131448.0,Oc1noc2ncnn12
10.0,21341.0,N#CCc1nnon1
11.0,21511.0,NC(=O)n1cnnn1
4.0,6.0,C=O
11.0,23810.0,
11.0,24803.0,N#Cc1cc(=O)nco1
11.0,132257.0,N#Cc1ccnc(F)n1
10.0,133469.0,FC(F)(F)c1cnno1
11.0,21974.0,O=[N+]([O-])c1ccoc1
11.0,9028.0,C#CC(O)C#CC#N
9.0,165.0,c1cn[nH]c1
11.0,21439.0,[NH][C]1ON=CNC1=O
10.0,8976.0,O=CC#CC(=O)C=O
11.0,158.0,C1=CCOC1
11.0,132684.0,Fc1cnc(F)c(F)c1
10.0,21739.0,c1cc2onnc2o1
11.0,21407.0,[NH][C]1C=NOC(=O)N1
10.0,4739.0,N#Cc1nc(O)co1
11.0,23758.0,Fc1ccncc1F
10.0,927.0,O=c1cncco1
10.0,21819.0,O=Cn1nn[nH]c1=O
11.0,133439.0,[NH]C1=C(F)[N]C(O)=NO1
11.0,132221.0,O=c1cc(F)oc(F)c1
11.0,8728.0,C#CC(O)C(=O)C#N
11.0,21740.0,c1cc2cnoc2o1
11.0,5183.0,O=COc1ncco1
11.0,129157.0,N#N.[NH]c1nnoc1[NH]
11.0,25372.0,N#Cc1ncc(C=O)o1
11.0,133424.0,C#Cc1cnc(F)nn1
10.0,768.0,Nc1cn[nH]n1
10.0,21408.0,
11.0,23696.0,O=c1ccnc(F)[nH]1
11.0,132242.0,[NH][C]1NC(=O)N=C(F)O1
11.0,2114.0,[NH][C]1NC=CC1=O
10.0,23853.0,O=c1cconc1F
11.0,131008.0,N#Cc1cn(C=O)nn1
10.0,23641.0,[NH]C1=NC(F)=NCO1
10.0,21514.0,NC(=O)n1nnnn1
10.0,733.0,Cc1conn1
11.0,132821.0,Oc1ncnc(F)c1F
11.0,3925.0,O=Cn1cccn1
10.0,3816.0,N#Cc1cn[nH]c1
10.0,3928.0,O=Cn1cnnc1
11.0,21666.0,N#Cc1n[nH]nc1N
10.0,21477.0,[NH][CH]Oc1nnon1
11.0,123320.0,C#Cc1cc(C#N)on1
11.0,23788.0,Nc1cnnc(F)n1
11.0,2408.0,O=C1C2OC1C2O
11.0,728.0,Cc1cnn[nH]1
11.0,123323.0,C#Cc1nonc1C#C
10.0,23982.0,N#Cc1coc(C#N)n1
7.0,3827.0,N#Cc1nnon1
7.0,491.0,N#CC#CC=O
11.0,21862.0,O=c1onccc1O
11.0,3832.0,
11.0,20625.0,Cc1nnoc1C#N
11.0,23722.0,Oc1ncc(F)cn1
11.0,21647.0,N#Cc1nc(N)n[nH]1
11.0,23635.0,O=c1cc(F)nc[nH]1
11.0,1160.0,CC(O)(C#N)C#N
9.0,782.0,Oc1c[nH]nn1
11.0,5470.0,C#Cc1ocnc1O
11.0,2963.0,N#CC(=O)N1CC1
11.0,131069.0,O=COc1cnnnn1
11.0,131993.0,O=[N+]([O-])c1cnncn1
11.0,130007.0,[N][N][C]1OC(N)=NC1=O
11.0,21367.0,c1cn2nnnc2[nH]1
